sample	kind	channel	note	velocity
1831936	on	2	36	86
1831936	off	2	36	0
1835977	off	10	46	0
1835985	on	10	46	88
1842176	on	2	36	86
1842176	off	2	36	0
1844224	on	2	36	86
1844224	off	2	36	0
1848134	on	10	38	114
1848320	on	2	36	86
1848320	off	2	36	0
1850368	on	2	36	86
1850368	off	2	36	0
1854134	off	10	38	0
1859915	off	10	52	0
1859985	off	10	46	0
1860096	on	2	36	86
1860096	off	2	36	0
1860104	on	10	46	87
1862144	on	2	36	86
1862144	off	2	36	0
1871965	on	10	53	106
1872008	on	10	36	115
1877965	off	10	53	0
1878008	off	10	36	0
1878016	on	2	36	86
1878016	off	2	36	0
1880064	on	2	36	86
1880064	off	2	36	0
1884070	on	10	46	95
1884070	off	10	46	0
1895936	off	2	36	0
1896000	on	2	36	86
1896104	on	10	38	118
1897984	on	2	36	86
1897984	off	2	36	0
1902104	off	10	38	0
1908061	on	10	46	88
1908061	off	10	46	0
1908224	on	2	36	86
1908224	off	2	36	0
1910272	on	2	36	86
1910272	off	2	36	0
1914368	on	2	36	86
1914368	off	2	36	0
1916416	on	2	36	86
1916416	off	2	36	0
1919899	on	10	36	118
1919924	on	10	53	107
1920000	on	2	36	86
1920000	on	10	41	112
1920000	on	10	49	122
1920000	off	2	36	0
1922048	on	2	36	86
1922048	off	2	36	0
1925899	off	10	36	0
1925924	off	10	53	0
1926000	on	10	41	110
1926000	off	10	41	0
1926144	on	2	36	86
1926144	off	2	36	0
1928192	on	2	36	86
1928192	off	2	36	0
1932000	on	10	45	110
1932000	off	10	41	0
1932061	off	10	46	0
1938000	on	10	48	112
1938000	off	10	45	0
1944000	on	10	38	114
1944000	off	10	48	0
1944064	on	2	36	86
1944064	off	2	36	0
1946112	on	2	36	86
1946112	off	2	36	0
1950000	on	10	48	112
1950000	off	10	38	0
1956000	on	10	45	112
1956000	off	10	48	0
1961984	off	2	36	0
1962000	on	2	36	86
1962000	on	10	41	114
1962000	off	10	45	0
1964032	on	2	36	86
1964032	off	2	36	0
1968000	on	10	38	116
1968000	off	10	41	0
1968000	off	10	49	0
1974000	on	10	48	114
1974000	off	10	38	0
1974272	on	2	36	86
1974272	off	2	36	0
1976320	on	2	36	86
1976320	off	2	36	0
1980000	on	10	45	114
1980000	off	10	48	0
1980416	on	2	36	86
1980416	off	2	36	0
1982464	on	2	36	86
1982464	off	2	36	0
1986000	on	10	41	116
1986000	off	10	45	0
1986048	on	2	36	86
1986048	off	2	36	0
1988096	on	2	36	86
1988096	off	2	36	0
1992000	on	10	36	120
1992000	off	10	41	0
1992192	on	2	36	86
1992192	off	2	36	0
1994240	on	2	36	86
1994240	off	2	36	0
1998000	on	10	48	114
1998000	off	10	36	0
2003968	off	2	31	0
2003968	off	2	36	0
2004000	on	2	31	96
2004000	on	2	36	86
2004000	on	10	45	114
2004000	off	10	48	0
2006016	on	2	36	86
2006016	off	2	36	0
2010000	on	10	41	118
2010000	on	10	49	124
2010000	off	10	45	0
2010112	on	2	36	86
2010112	off	2	36	0
2012160	on	2	36	86
2012160	off	2	36	0
2016000	on	10	49	114
2016000	off	10	41	0
2016000	off	10	49	0
2027952	on	10	42	56
2028032	on	2	36	86
2028032	off	2	36	0
2030080	on	2	36	86
2030080	off	2	36	0
2033952	off	10	42	0
2040320	on	2	36	86
2040320	off	2	36	0
2042368	on	2	36	86
2042368	off	2	36	0
2046464	on	2	36	86
2046464	off	2	36	0
2048512	on	2	36	86
2048512	off	2	36	0
2051795	on	10	42	59
2052096	on	2	36	86
2052096	off	2	36	0
2054144	on	2	36	86
2054144	off	2	36	0
2057795	off	10	42	0
2058240	on	2	36	86
2058240	off	2	36	0
2060288	on	2	36	86
2060288	off	2	36	0
2064020	on	10	38	103
2069920	on	10	38	35
2069920	off	10	38	0
2070016	on	2	36	86
2070016	off	2	36	0
2072064	on	2	36	86
2072064	off	2	36	0
2075920	off	10	38	0
2076000	off	10	49	0
2076050	on	10	42	80
2076160	on	2	36	86
2076160	off	2	36	0
2078208	on	2	36	86
2078208	off	2	36	0
2082050	off	10	42	0
2087936	off	2	36	0
2088000	on	2	36	86
2088062	on	10	51	78
2089984	on	2	36	86
2089984	off	2	36	0
2094062	off	10	51	0
2094080	on	2	36	86
2094080	off	2	36	0
2096128	on	2	36	86
2096128	off	2	36	0
2099712	off	2	36	0
2100000	on	2	31	96
2100081	on	10	42	54
2106081	off	10	42	0
2106368	on	2	36	86
2106368	off	2	31	0
2108416	on	2	36	86
2108416	off	2	36	0
2111876	on	10	36	111
2112512	on	2	36	86
2112512	off	2	36	0
2114560	on	2	36	86
2114560	off	2	36	0
2117876	off	10	36	0
2118144	on	2	36	86
2118144	off	2	36	0
2120192	on	2	36	86
2120192	off	2	36	0
2123874	on	10	42	62
2124288	on	2	36	86
2124288	off	2	36	0
2126336	on	2	36	86
2126336	off	2	36	0
2129874	off	10	42	0
2136064	on	2	36	86
2136064	off	2	36	0
2138112	on	2	36	86
2138112	off	2	36	0
2142208	on	2	36	86
2142208	off	2	36	0
2144256	on	2	36	86
2144256	off	2	36	0
2148040	on	10	42	67
2153984	off	2	36	0
2154000	on	2	36	86
2154040	off	10	42	0
2156032	on	2	36	86
2156032	off	2	36	0
2160116	on	10	38	113
2160128	on	2	36	86
2160128	off	2	36	0
2162176	on	2	36	86
2162176	off	2	36	0
2165807	on	10	38	52
2165807	off	10	38	0
2171807	off	10	38	0
2171904	off	2	36	0
2172000	on	2	36	86
2172038	on	10	42	57
2173952	on	2	36	86
2173952	off	2	36	0
2178038	off	10	42	0
2178560	on	2	36	86
2178560	off	2	36	0
2180608	on	2	36	86
2180608	off	2	36	0
2183915	on	10	51	69
2184192	on	2	36	86
2184192	off	2	36	0
2186240	on	2	36	86
2186240	off	2	36	0
2189915	off	10	51	0
2190336	on	2	36	86
2190336	off	2	36	0
2192384	on	2	36	86
2192384	off	2	36	0
2195894	on	10	42	55
2201894	off	10	42	0
2202112	on	2	36	86
2202112	off	2	36	0
2204160	on	2	36	86
2204160	off	2	36	0
2207830	on	10	36	113
2207830	on	10	36	114
2207830	off	10	36	0
2207921	on	10	53	91
2208256	on	2	36	86
2208256	off	2	36	0
2210304	on	2	36	86
2210304	off	2	36	0
2213830	off	10	36	0
2213921	off	10	53	0
2219932	on	10	42	73
2220032	on	2	36	86
2220032	off	2	36	0
2222080	on	2	36	86
2222080	off	2	36	0
2225932	off	10	42	0
2231927	on	10	38	112
2237927	off	10	38	0
2237952	off	2	36	0
2238000	on	2	36	86
2240000	on	2	36	86
2240000	off	2	36	0
2244161	on	10	42	77
2250161	off	10	42	0
2250240	on	2	36	86
2250240	off	2	36	0
2252288	on	2	36	86
2252288	off	2	36	0
2255832	on	10	36	90
2256384	on	2	36	86
2256384	off	2	36	0
2258432	on	2	36	86
2258432	off	2	36	0
2261832	off	10	36	0
2261854	on	10	38	42
2262016	on	2	36	86
2262016	off	2	36	0
2264064	on	2	36	86
2264064	off	2	36	0
2267854	off	10	38	0
2268054	on	10	42	62
2268160	on	2	36	86
2268160	off	2	36	0
2270208	on	2	36	86
2270208	off	2	36	0
2274054	off	10	42	0
2274304	on	2	36	86
2274304	off	2	36	0
2276352	on	2	36	86
2276352	off	2	36	0
2279946	on	10	38	112
2285946	off	10	38	0
2286080	on	2	36	86
2286080	off	2	36	0
2288128	on	2	36	86
2288128	off	2	36	0
2291983	on	10	42	58
2297983	off	10	42	0
2303803	on	10	36	99
2304000	on	2	36	86
2304000	off	2	36	0
2306048	on	2	36	86
2306048	off	2	36	0
2309803	off	10	36	0
2315784	on	10	42	60
2316288	on	2	36	86
2316288	off	2	36	0
2318336	on	2	36	86
2318336	off	2	36	0
2321784	off	10	42	0
2322432	on	2	36	86
2322432	off	2	36	0
2324480	on	2	36	86
2324480	off	2	36	0
2327884	on	10	38	115
2328064	on	2	36	86
2328064	off	2	36	0
2330112	on	2	36	86
2330112	off	2	36	0
2333884	off	10	38	0
2334208	on	2	36	86
2334208	off	2	36	0
2336256	on	2	36	86
2336256	off	2	36	0
2340026	on	10	42	63
2340352	on	2	36	86
2340352	off	2	36	0
2342400	on	2	36	86
2342400	off	2	36	0
2345984	off	2	36	0
2346000	on	2	36	86
2346026	off	10	42	0
2348032	on	2	36	86
2348032	off	2	36	0
2351814	on	10	36	89
2352002	on	10	53	101
2352128	on	2	36	86
2352128	off	2	36	0
2354176	on	2	36	86
2354176	off	2	36	0
2357814	off	10	36	0
2357832	on	10	38	53
2358002	off	10	53	0
2363832	off	10	38	0
2364007	on	10	42	69
2370007	off	10	42	0
2370048	on	2	36	86
2370048	off	2	36	0
2372096	on	2	36	86
2372096	off	2	36	0
2375938	on	10	38	110
2381938	off	10	38	0
2382336	on	2	36	86
2382336	off	2	36	0
2384384	on	2	36	86
2384384	off	2	36	0
2387992	on	10	42	74
2388480	on	2	36	86
2388480	off	2	36	0
2390528	on	2	36	86
2390528	off	2	36	0
2393992	off	10	42	0
2399848	on	10	53	79
2399921	on	10	36	110
2399921	on	10	36	111
2399921	off	10	36	0
2400256	on	2	36	86
2400256	off	2	36	0
2402304	on	2	36	86
2402304	off	2	36	0
2405848	off	10	53	0
2405921	off	10	36	0
2406400	on	2	36	86
2406400	off	2	36	0
2408448	on	2	36	86
2408448	off	2	36	0
2412032	on	2	36	86
2412032	off	2	36	0
2412094	on	10	42	51
2414080	on	2	36	86
2414080	off	2	36	0
2418094	off	10	42	0
2418176	on	2	36	86
2418176	off	2	36	0
2420224	on	2	36	86
2420224	off	2	36	0
2429952	off	2	36	0
2430000	on	2	36	86
2432000	on	2	36	86
2432000	off	2	36	0
2435830	on	10	42	67
2436096	on	2	36	86
2436096	off	2	36	0
2438144	on	2	36	86
2438144	off	2	36	0
2441830	off	10	42	0
2447813	on	10	38	100
2453813	off	10	38	0
2453995	on	10	38	54
2454016	on	2	36	86
2454016	off	2	36	0
2456064	on	2	36	86
2456064	off	2	36	0
2459995	off	10	38	0
2460061	on	10	42	67
2466061	off	10	42	0
2466304	on	2	36	86
2466304	off	2	36	0
2468352	on	2	36	86
2468352	off	2	36	0
2472006	on	10	51	72
2472448	on	2	36	86
2472448	off	2	36	0
2474496	on	2	36	86
2474496	off	2	36	0
2478006	off	10	51	0
2478080	on	2	36	86
2478080	off	2	36	0
2480128	on	2	36	86
2480128	off	2	36	0
2483926	on	10	42	70
2484224	on	2	36	86
2484224	off	2	36	0
2486272	on	2	36	86
2486272	off	2	36	0
2489926	off	10	42	0
2495986	on	10	36	109
2496000	on	2	36	86
2496000	off	2	36	0
2498048	on	2	36	86
2498048	off	2	36	0
2501986	off	10	36	0
2502144	on	2	36	86
2502144	off	2	36	0
2504192	on	2	36	86
2504192	off	2	36	0
2508171	on	10	42	84
2513920	off	2	36	0
2514000	on	2	36	86
2514171	off	10	42	0
2515968	on	2	36	86
2515968	off	2	36	0
2520576	on	2	36	86
2520576	off	2	36	0
2522624	on	2	36	86
2522624	off	2	36	0
2532061	on	10	42	71
2532352	on	2	36	86
2532352	off	2	36	0
2534400	on	2	36	86
2534400	off	2	36	0
2538061	off	10	42	0
2543889	on	10	38	112
2544128	on	2	36	86
2544128	off	2	36	0
2546176	on	2	36	86
2546176	off	2	36	0
2549889	off	10	38	0
2550007	on	10	38	47
2550272	on	2	36	86
2550272	off	2	36	0
2552320	on	2	36	86
2552320	off	2	36	0
2556007	off	10	38	0
2556034	on	10	42	54
2562034	off	10	42	0
2562048	on	2	36	86
2562048	off	2	36	0
2564096	on	2	36	86
2564096	off	2	36	0
2567917	on	10	51	86
2568192	on	2	36	86
2568192	off	2	36	0
2570240	on	2	36	86
2570240	off	2	36	0
2573917	off	10	51	0
2579892	on	10	42	75
2579968	off	2	36	0
2580000	on	2	36	86
2582016	on	2	36	86
2582016	off	2	36	0
2585892	off	10	42	0
2591939	on	10	36	98
2592000	on	10	41	112
2592000	on	10	49	122
2597888	off	2	36	0
2597939	off	10	36	0
2598000	on	2	36	86
2598000	on	10	41	110
2598000	off	10	41	0
2599936	on	2	36	86
2599936	off	2	36	0
2604000	on	10	45	110
2604000	off	10	41	0
2610000	on	10	48	112
2610000	off	10	45	0
2610176	on	2	36	86
2610176	off	2	36	0
2612224	on	2	36	86
2612224	off	2	36	0
2616000	on	10	38	114
2616000	off	10	48	0
2616320	on	2	36	86
2616320	off	2	36	0
2618368	on	2	36	86
2618368	off	2	36	0
2622000	on	10	48	112
2622000	off	10	38	0
2628000	on	10	45	112
2628000	off	10	48	0
2628096	on	2	36	86
2628096	off	2	36	0
2630144	on	2	36	86
2630144	off	2	36	0
2634000	on	10	41	114
2634000	off	10	45	0
2640000	on	10	38	116
2640000	off	10	41	0
2640000	off	10	49	0
2646000	on	10	48	114
2646000	off	10	38	0
2646016	on	2	36	86
2646016	off	2	36	0
2648064	on	2	36	86
2648064	off	2	36	0
2652000	on	10	45	114
2652000	off	10	48	0
2658000	on	10	41	116
2658000	off	10	45	0
2663936	off	2	36	0
2664000	on	2	36	86
2664000	on	10	36	120
2664000	off	10	41	0
2665984	on	2	36	86
2665984	off	2	36	0
2670000	on	10	48	114
2670000	off	10	36	0
2676000	on	10	45	114
2676000	off	10	48	0
2676224	on	2	36	86
2676224	off	2	36	0
2678272	on	2	36	86
2678272	off	2	36	0
2682000	on	10	41	118
2682000	on	10	49	124
2682000	off	10	45	0
2682368	on	2	36	86
2682368	off	2	36	0
2684416	on	2	36	86
2684416	off	2	36	0
2688000	on	2	36	86
2688000	off	2	36	0
2688000	off	10	41	0
2690048	on	2	36	86
2690048	off	2	36	0
2694144	on	2	36	86
2694144	off	2	36	0
2696192	on	2	36	86
2696192	off	2	36	0
2699872	on	10	42	66
2705872	off	10	42	0
2711943	on	10	38	109
2712064	on	2	36	86
2712064	off	2	36	0
2714112	on	2	36	86
2714112	off	2	36	0
2717943	off	10	38	0
2724064	on	10	42	70
2729984	off	2	36	0
2730000	on	2	36	86
2730064	off	10	42	0
2732032	on	2	36	86
2732032	off	2	36	0
2735811	on	10	53	94
2735912	on	10	36	103
2741811	off	10	53	0
2741912	off	10	36	0
2741923	on	10	38	37
2742000	off	10	49	0
2742272	on	2	36	86
2742272	off	2	36	0
2744320	on	2	36	86
2744320	off	2	36	0
2747923	off	10	38	0
2747974	on	10	42	68
2748416	on	2	36	86
2748416	off	2	36	0
2750464	on	2	36	86
2750464	off	2	36	0
2753974	off	10	42	0
2754048	on	2	36	86
2754048	off	2	36	0
2756096	on	2	36	86
2756096	off	2	36	0
2759787	on	10	38	112
2760192	on	2	36	86
2760192	off	2	36	0
2762240	on	2	36	86
2762240	off	2	36	0
2765787	off	10	38	0
2771968	off	2	31	0
2771968	off	2	36	0
2772000	on	2	31	96
2772000	on	2	36	86
2772093	on	10	42	76
2774016	on	2	36	86
2774016	off	2	36	0
2778093	off	10	42	0
2778112	on	2	36	86
2778112	off	2	36	0
2780160	on	2	36	86
2780160	off	2	36	0
2783784	on	10	36	116
2783784	on	10	36	118
2783784	off	10	36	0
2783835	on	10	53	102
2784096	on	10	49	117
2789784	off	10	36	0
2789835	off	10	53	0
2790278	on	10	36	94
2795951	on	10	38	116
2796032	on	2	36	86
2796032	off	2	36	0
2796278	off	10	36	0
2798080	on	2	36	86
2798080	off	2	36	0
2801815	on	10	36	97
2801951	off	10	38	0
2807815	off	10	36	0
2807925	on	10	38	121
2808320	on	2	36	86
2808320	off	2	36	0
2810368	on	2	36	86
2810368	off	2	36	0
2813925	off	10	38	0
2814159	on	10	36	109
2814464	on	2	36	86
2814464	off	2	36	0
2816512	on	2	36	86
2816512	off	2	36	0
2819964	on	10	38	114
2820096	on	2	36	86
2820096	off	2	36	0
2820096	off	10	49	0
2820159	off	10	36	0
2822144	on	2	36	86
2822144	off	2	36	0
2825827	on	10	36	100
2825964	off	10	38	0
2826240	on	2	36	86
2826240	off	2	36	0
2828288	on	2	36	86
2828288	off	2	36	0
2831827	off	10	36	0
2831909	on	10	38	117
2832057	on	10	53	97
2837909	off	10	38	0
2838016	on	2	36	86
2838016	off	2	36	0
2838057	off	10	53	0
2838355	on	10	36	110
2840064	on	2	36	86
2840064	off	2	36	0
2844007	on	10	38	113
2844160	on	2	36	86
2844160	off	2	36	0
2844355	off	10	36	0
2846208	on	2	36	86
2846208	off	2	36	0
2849735	on	10	36	114
2850007	off	10	38	0
2855735	off	10	36	0
2855748	on	10	53	113
2855936	off	2	36	0
2855981	on	10	38	115
2856000	on	2	36	86
2857984	on	2	36	86
2857984	off	2	36	0
2861748	off	10	53	0
2861981	off	10	38	0
2862080	on	2	36	86
2862080	off	2	36	0
2862104	on	10	36	113
2864128	on	2	36	86
2864128	off	2	36	0
2867712	off	2	36	0
2868000	on	2	31	96
2868045	on	10	38	105
2868104	off	10	36	0
2873884	on	10	36	114
2874045	off	10	38	0
2874058	on	10	49	112
2874368	on	2	36	86
2874368	off	2	31	0
2876416	on	2	36	86
2876416	off	2	36	0
2879844	on	10	36	116
2879844	off	10	36	0
2879932	on	10	49	116
2879932	off	10	49	0
2880512	on	2	36	86
2880512	off	2	36	0
2882560	on	2	36	86
2882560	off	2	36	0
2885844	off	10	36	0
2886144	on	2	36	86
2886144	off	2	36	0
2886301	on	10	36	99
2888192	on	2	36	86
2888192	off	2	36	0
2891911	on	10	38	114
2892288	on	2	36	86
2892288	off	2	36	0
2892301	off	10	36	0
2894336	on	2	36	86
2894336	off	2	36	0
2897595	on	10	36	111
2897911	off	10	38	0
2903595	off	10	36	0
2903883	on	10	38	120
2904064	on	2	36	86
2904064	off	2	36	0
2906112	on	2	36	86
2906112	off	2	36	0
2909883	off	10	38	0
2910146	on	10	36	102
2910208	on	2	36	86
2910208	off	2	36	0
2912256	on	2	36	86
2912256	off	2	36	0
2915905	on	10	38	113
2915932	off	10	49	0
2916146	off	10	36	0
2921905	off	10	38	0
2921980	on	10	36	105
2921984	off	2	36	0
2922000	on	2	36	86
2924032	on	2	36	86
2924032	off	2	36	0
2927813	on	10	53	82
2927882	on	10	38	116
2927980	off	10	36	0
2933813	off	10	53	0
2933882	off	10	38	0
2934264	on	10	36	94
2939904	off	2	36	0
2940000	on	2	36	86
2940053	on	10	38	108
2940264	off	10	36	0
2941952	on	2	36	86
2941952	off	2	36	0
2945727	on	10	36	114
2946053	off	10	38	0
2946560	on	2	36	86
2946560	off	2	36	0
2948608	on	2	36	86
2948608	off	2	36	0
2951727	off	10	36	0
2951850	on	10	38	121
2951875	on	10	53	114
2952192	on	2	36	86
2952192	off	2	36	0
2954240	on	2	36	86
2954240	off	2	36	0
2957850	off	10	38	0
2957875	off	10	53	0
2958224	on	10	36	112
2958336	on	2	36	86
2958336	off	2	36	0
2960384	on	2	36	86
2960384	off	2	36	0
2963943	on	10	38	113
2964224	off	10	36	0
2969901	on	10	49	110
2969926	on	10	36	112
2969943	off	10	38	0
2970112	on	2	36	86
2970112	off	2	36	0
2972160	on	2	36	86
2972160	off	2	36	0
2975825	on	10	49	115
2975825	off	10	49	0
2975865	on	10	53	111
2975926	off	10	36	0
2975939	on	10	36	116
2975939	on	10	36	117
2975939	off	10	36	0
2976256	on	2	36	86
2976256	off	2	36	0
2978304	on	2	36	86
2978304	off	2	36	0
2981865	off	10	53	0
2981939	off	10	36	0
2987918	on	10	46	94
2988032	on	2	36	86
2988032	off	2	36	0
2990080	on	2	36	86
2990080	off	2	36	0
3000047	on	10	38	121
3005952	off	2	36	0
3006000	on	2	36	86
3006047	off	10	38	0
3008000	on	2	36	86
3008000	off	2	36	0
3011825	off	10	49	0
3011918	off	10	46	0
3012058	on	10	46	97
3018240	on	2	36	86
3018240	off	2	36	0
3020288	on	2	36	86
3020288	off	2	36	0
3023962	on	10	53	99
3023971	on	10	36	115
3024384	on	2	36	86
3024384	off	2	36	0
3026432	on	2	36	86
3026432	off	2	36	0
3029962	off	10	53	0
3029971	off	10	36	0
3030016	on	2	36	86
3030016	off	2	36	0
3032064	on	2	36	86
3032064	off	2	36	0
3036058	off	10	46	0
3036066	on	10	46	76
3036160	on	2	36	86
3036160	off	2	36	0
3038208	on	2	36	86
3038208	off	2	36	0
3042304	on	2	36	86
3042304	off	2	36	0
3044352	on	2	36	86
3044352	off	2	36	0
3047847	on	10	38	114
3053847	off	10	38	0
3054080	on	2	36	86
3054080	off	2	36	0
3056128	on	2	36	86
3056128	off	2	36	0
3059999	on	10	46	86
3059999	off	10	46	0
3071934	on	10	36	117
3071960	on	10	49	108
3072000	on	2	36	86
3072000	off	2	36	0
3074048	on	2	36	86
3074048	off	2	36	0
3077934	off	10	36	0
3083978	on	10	46	80
3083978	off	10	46	0
3084288	on	2	36	86
3084288	off	2	36	0
3086336	on	2	36	86
3086336	off	2	36	0
3090432	on	2	36	86
3090432	off	2	36	0
3092480	on	2	36	86
3092480	off	2	36	0
3095900	on	10	38	116
3096064	on	2	36	86
3096064	off	2	36	0
3098112	on	2	36	86
3098112	off	2	36	0
3101900	off	10	38	0
3102208	on	2	36	86
3102208	off	2	36	0
3104256	on	2	36	86
3104256	off	2	36	0
3107975	on	10	46	86
3107975	off	10	46	0
3108352	on	2	36	86
3108352	off	2	36	0
3110400	on	2	36	86
3110400	off	2	36	0
3113984	off	2	36	0
3114000	on	2	36	86
3116032	on	2	36	86
3116032	off	2	36	0
3119956	on	10	36	110
3120128	on	2	36	86
3120128	off	2	36	0
3122176	on	2	36	86
3122176	off	2	36	0
3125956	off	10	36	0
3131960	off	10	49	0
3131975	off	10	46	0
3132022	on	10	46	88
3138048	on	2	36	86
3138048	off	2	36	0
3140096	on	2	36	86
3140096	off	2	36	0
3143931	on	10	38	120
3149931	off	10	38	0
3150336	on	2	36	86
3150336	off	2	36	0
3152384	on	2	36	86
3152384	off	2	36	0
3155999	on	10	46	71
3155999	off	10	46	0
3156480	on	2	36	86
3156480	off	2	36	0
3158528	on	2	36	86
3158528	off	2	36	0
3167857	on	10	49	115
3167912	on	10	53	104
3167934	on	10	36	117
3167934	on	10	36	118
3167934	off	10	36	0
3168256	on	2	36	86
3168256	off	2	36	0
3170304	on	2	36	86
3170304	off	2	36	0
3173912	off	10	53	0
3173934	off	10	36	0
3174376	on	10	36	98
3174400	on	2	36	86
3174400	off	2	36	0
3176448	on	2	36	86
3176448	off	2	36	0
3179966	on	10	38	105
3179999	off	10	46	0
3180032	on	2	36	86
3180032	off	2	36	0
3180376	off	10	36	0
3182080	on	2	36	86
3182080	off	2	36	0
3185769	on	10	36	113
3185966	off	10	38	0
3186176	on	2	36	86
3186176	off	2	36	0
3188224	on	2	36	86
3188224	off	2	36	0
3191769	off	10	36	0
3191818	on	10	38	120
3197818	off	10	38	0
3197952	off	2	36	0
3198000	on	2	36	86
3198123	on	10	36	103
3200000	on	2	36	86
3200000	off	2	36	0
3203857	off	10	49	0
3204091	on	10	38	112
3204096	on	2	36	86
3204096	off	2	36	0
3204123	off	10	36	0
3206144	on	2	36	86
3206144	off	2	36	0
3209894	on	10	36	110
3210091	off	10	38	0
3215894	off	10	36	0
3215895	on	10	38	120
3215928	on	10	53	106
3221895	off	10	38	0
3221928	off	10	53	0
3222016	on	2	36	86
3222016	off	2	36	0
3222379	on	10	36	111
3224064	on	2	36	86
3224064	off	2	36	0
3228060	on	10	38	116
3228379	off	10	36	0
3233724	on	10	36	111
3234060	off	10	38	0
3234304	on	2	36	86
3234304	off	2	36	0
3236352	on	2	36	86
3236352	off	2	36	0
3239724	off	10	36	0
3239735	on	10	38	121
3240154	on	10	53	108
3240448	on	2	36	86
3240448	off	2	36	0
3242496	on	2	36	86
3242496	off	2	36	0
3245735	off	10	38	0
3246080	on	2	36	86
3246080	off	2	36	0
3246154	off	10	53	0
3246164	on	10	36	107
3248128	on	2	36	86
3248128	off	2	36	0
3252023	on	10	38	113
3252164	off	10	36	0
3252224	on	2	36	86
3252224	off	2	36	0
3254272	on	2	36	86
3254272	off	2	36	0
3257913	on	10	36	115
3258012	on	10	49	107
3258023	off	10	38	0
3263875	on	10	36	113
3263875	off	10	36	0
3263927	on	10	49	113
3263927	off	10	49	0
3264000	on	2	36	86
3264000	off	2	36	0
3266048	on	2	36	86
3266048	off	2	36	0
3269875	off	10	36	0
3270144	on	2	36	86
3270144	off	2	36	0
3270385	on	10	36	94
3272192	on	2	36	86
3272192	off	2	36	0
3275764	on	10	38	112
3276385	off	10	36	0
3281723	on	10	36	105
3281764	off	10	38	0
3281920	off	2	36	0
3282000	on	2	36	86
3283968	on	2	36	86
3283968	off	2	36	0
3287723	off	10	36	0
3287959	on	10	38	119
3288576	on	2	36	86
3288576	off	2	36	0
3290624	on	2	36	86
3290624	off	2	36	0
3293959	off	10	38	0
3294295	on	10	36	106
3299927	off	10	49	0
3300181	on	10	38	115
3300295	off	10	36	0
3300352	on	2	36	86
3300352	off	2	36	0
3302400	on	2	36	86
3302400	off	2	36	0
3306178	on	10	36	111
3306181	off	10	38	0
3311740	on	10	53	92
3311869	on	10	38	113
3312128	on	2	36	86
3312128	off	2	36	0
3312178	off	10	36	0
3314176	on	2	36	86
3314176	off	2	36	0
3317740	off	10	53	0
3317869	off	10	38	0
3318043	on	10	36	107
3318272	on	2	36	86
3318272	off	2	36	0
3320320	on	2	36	86
3320320	off	2	36	0
3324043	off	10	36	0
3324084	on	10	38	117
3329675	on	10	36	111
3330048	on	2	36	86
3330048	off	2	36	0
3330084	off	10	38	0
3332096	on	2	36	86
3332096	off	2	36	0
3335675	off	10	36	0
3335836	on	10	38	116
3335923	on	10	53	111
3336192	on	2	36	86
3336192	off	2	36	0
3338240	on	2	36	86
3338240	off	2	36	0
3341836	off	10	38	0
3341923	off	10	53	0
3341954	on	10	36	105
3347954	off	10	36	0
3347968	off	2	36	0
3348000	on	2	36	86
3348187	on	10	38	112
3350016	on	2	36	86
3350016	off	2	36	0
3353935	on	10	49	109
3353947	on	10	36	111
3354187	off	10	38	0
3359744	on	10	49	119
3359744	off	10	49	0
3359822	on	10	53	100
3359947	off	10	36	0
3359979	on	10	36	115
3359979	on	10	36	116
3359979	off	10	36	0
3365822	off	10	53	0
3365888	off	2	36	0
3365979	off	10	36	0
3366000	on	2	36	86
3367936	on	2	36	86
3367936	off	2	36	0
3371962	on	10	46	92
3378176	on	2	36	86
3378176	off	2	36	0
3380224	on	2	36	86
3380224	off	2	36	0
3383963	on	10	38	118
3384320	on	2	36	86
3384320	off	2	36	0
3386368	on	2	36	86
3386368	off	2	36	0
3389963	off	10	38	0
3395744	off	10	49	0
3395962	off	10	46	0
3396096	on	2	36	86
3396096	off	2	36	0
3396147	on	10	46	81
3398144	on	2	36	86
3398144	off	2	36	0
3407831	on	10	53	92
3407995	on	10	36	113
3413831	off	10	53	0
3413995	off	10	36	0
3414016	on	2	36	86
3414016	off	2	36	0
3416064	on	2	36	86
3416064	off	2	36	0
3420097	on	10	46	98
3420097	off	10	46	0
3431902	on	10	38	115
3431936	off	2	36	0
3432000	on	2	36	86
3433984	on	2	36	86
3433984	off	2	36	0
3437902	off	10	38	0
3443856	on	10	46	84
3443856	off	10	46	0
3444224	on	2	36	86
3444224	off	2	36	0
3446272	on	2	36	86
3446272	off	2	36	0
3450368	on	2	36	86
3450368	off	2	36	0
3452416	on	2	36	86
3452416	off	2	36	0
3455945	on	10	36	115
3456000	on	2	36	86
3456000	on	10	41	112
3456000	on	10	49	122
3456000	off	2	36	0
3458048	on	2	36	86
3458048	off	2	36	0
3461945	off	10	36	0
3462000	on	10	41	110
3462000	off	10	41	0
3462144	on	2	36	86
3462144	off	2	36	0
3464192	on	2	36	86
3464192	off	2	36	0
3467856	off	10	46	0
3468000	on	10	45	110
3468000	off	10	41	0
3474000	on	10	48	112
3474000	off	10	45	0
3480000	on	10	38	114
3480000	off	10	48	0
3480064	on	2	36	86
3480064	off	2	36	0
3482112	on	2	36	86
3482112	off	2	36	0
3486000	on	10	48	112
