sample	kind	channel	note	velocity
606063	off	10	38	0
611743	on	2	36	74
611743	off	2	36	0
611912	on	10	42	116
612127	off	10	46	0
617743	on	2	36	74
617743	off	2	36	0
617912	off	10	42	0
623675	on	10	53	127
623743	off	2	36	0
623744	on	2	36	74
624032	on	10	36	127
629675	off	10	53	0
629744	on	2	36	74
629744	off	2	36	0
630032	off	10	36	0
635744	on	2	36	74
635744	off	2	36	0
636105	on	10	42	98
641743	on	2	36	74
641744	off	2	36	0
642105	off	10	42	0
647743	on	2	36	74
647743	off	2	36	0
647797	on	10	38	127
653743	on	2	36	74
653743	off	2	36	0
653797	off	10	38	0
659743	on	2	36	74
659743	off	2	36	0
659968	on	10	42	100
665743	off	2	36	0
665744	on	2	36	74
665968	off	10	42	0
671744	on	2	36	74
671744	off	2	36	0
671770	on	10	53	123
671996	on	10	36	127
677743	on	2	36	74
677744	off	2	36	0
677770	off	10	53	0
677996	off	10	36	0
683743	off	2	36	0
683744	on	2	36	74
683968	on	10	42	94
689744	on	2	36	74
689744	off	2	36	0
689968	off	10	42	0
695743	on	2	36	74
695744	off	2	36	0
695808	on	10	38	127
701743	on	2	36	74
701743	off	2	36	0
701808	off	10	38	0
707743	on	2	36	74
707743	off	2	36	0
708005	on	10	42	85
713743	off	2	36	0
713744	on	2	36	74
714005	off	10	42	0
719744	on	2	36	74
719744	off	2	36	0
720048	on	10	36	127
725743	on	2	36	74
725744	off	2	36	0
726048	off	10	36	0
731743	on	2	36	74
731743	off	2	36	0
731963	on	10	42	111
737743	off	2	36	0
737744	on	2	36	74
737963	off	10	42	0
743744	on	2	36	74
743744	off	2	36	0
743936	on	10	38	127
749744	on	2	36	74
749744	off	2	36	0
749936	off	10	38	0
755743	on	2	36	74
755744	off	2	36	0
756077	on	10	42	99
761743	off	2	36	0
761744	on	2	36	74
762077	off	10	42	0
767744	on	2	36	74
767744	off	2	36	0
768000	on	10	36	127
773744	on	2	36	74
773744	off	2	36	0
774000	off	10	36	0
779743	on	2	36	74
779744	off	2	36	0
779776	on	10	42	111
785743	on	2	36	74
785743	off	2	36	0
785776	off	10	42	0
791552	on	10	38	127
791743	on	2	36	74
791743	off	2	36	0
797552	off	10	38	0
797743	off	2	36	0
797744	on	2	36	74
803743	on	2	36	74
803744	off	2	36	0
803840	on	10	42	104
809743	on	2	36	74
809743	off	2	36	0
809840	off	10	42	0
815616	on	10	36	127
815743	on	2	36	74
815743	off	2	36	0
815835	on	10	53	112
816000	on	10	41	108
821616	off	10	36	0
821743	off	2	36	0
821744	on	2	36	74
821835	off	10	53	0
822000	on	10	45	108
822000	off	10	41	0
827744	on	2	36	74
827744	off	2	36	0
827904	on	10	46	100
828000	on	10	48	110
828000	off	10	45	0
833743	on	2	36	74
833744	off	2	36	0
834000	on	10	38	112
834000	off	10	48	0
839743	on	2	36	74
839743	off	2	36	0
839923	on	10	38	127
839923	off	10	38	0
840000	on	10	48	110
845743	off	2	36	0
845744	on	2	36	74
845923	off	10	38	0
846000	on	10	45	110
846000	off	10	48	0
851744	on	2	36	74
851744	off	2	36	0
851904	off	10	46	0
851968	on	10	42	101
852000	on	10	41	114
852000	off	10	45	0
857744	on	2	36	74
857744	off	2	36	0
857968	off	10	42	0
858000	on	10	36	118
858000	on	10	49	120
858000	off	10	41	0
863744	on	10	52	127
863744	off	2	36	0
863944	on	10	36	127
863944	off	10	36	0
864000	on	2	36	86
864000	on	10	49	114
864000	off	10	49	0
868864	on	2	36	86
868864	off	2	36	0
869944	off	10	36	0
870912	on	2	36	86
870912	off	2	36	0
872960	on	2	36	86
872960	off	2	36	0
875953	on	10	46	127
876032	on	2	36	86
876032	off	2	36	0
878080	on	2	36	86
878080	off	2	36	0
880128	on	2	36	86
880128	off	2	36	0
887808	on	10	38	127
